ticker,spindex,num_committees,dirs,over75_pct,num_meetings,avg_meetings
AAON,S&P 600,3.0,15.0,1.0,8.0,2.6666666666666665
AIR,S&P 600,7.0,28.0,1.0,10.0,1.4285714285714286
ABM,S&P 600,9.0,25.0,1.0,10.0,1.1111111111111112
AFL,S&P 500,11.0,30.0,1.0,11.0,1.0
ATEN,S&P 600,3.0,8.0,1.0,5.0,1.6666666666666667
AGCO,S&P 400,10.0,31.0,1.0,10.0,1.0
AES,S&P 500,11.0,34.0,1.0,10.0,0.9090909090909091
AMCX,S&P 600,2.0,8.0,1.0,13.0,6.5
AMN,S&P 600,11.0,31.0,1.0,9.0,0.8181818181818182
ANIP,S&P 600,5.0,23.0,1.0,9.0,1.8
ASGN,S&P 400,5.0,18.0,1.0,11.0,2.2
T,S&P 500,15.0,77.0,1.0,10.0,0.6666666666666666
ATNI,S&P 600,6.0,15.0,1.0,7.0,1.1666666666666667
AZZ,S&P 600,3.0,17.0,1.0,10.0,3.3333333333333335
AAN,S&P 600,3.0,8.0,1.0,8.0,2.6666666666666665
ABT,S&P 500,6.0,32.0,1.0,12.0,2.0
ABBV,S&P 500,6.0,15.0,1.0,11.0,1.8333333333333333
ANF,S&P 600,12.0,33.0,1.0,9.0,0.75
ASO,S&P 600,17.0,38.0,1.0,10.0,0.5882352941176471
ACHC,S&P 400,6.0,15.0,1.0,10.0,1.6666666666666667
AKR,S&P 600,4.0,20.0,1.0,9.0,2.25
ACIW,S&P 600,7.0,22.0,1.0,7.0,1.0
ADTN,S&P 600,5.0,13.0,1.0,9.0,1.8
,S&P 500,776.0,17673.0,1.0,53.0,0.06829896907216494
AYI,S&P 400,5.0,25.0,1.0,10.0,2.0
AHCO,S&P 600,4.0,11.0,1.0,9.0,2.25
ADUS,S&P 600,4.0,12.0,1.0,9.0,2.25
ADEA,S&P 600,5.0,27.0,1.0,5.0,1.0
ADBE,S&P 500,7.0,24.0,1.0,12.0,1.7142857142857142
ATGE,S&P 600,12.0,36.0,1.0,10.0,0.8333333333333334
AAP,S&P 600,5.0,36.0,1.0,9.0,1.8
ACM,S&P 400,7.0,28.0,1.0,8.0,1.1428571428571428
ASIX,S&P 600,6.0,8.0,1.0,8.0,1.3333333333333333
AMD,S&P 500,8.0,27.0,1.0,9.0,1.125
WMS,S&P 400,8.0,37.0,1.0,12.0,1.5
AEIS,S&P 600,5.0,21.0,1.0,10.0,2.0
AVAV,S&P 600,4.0,15.0,1.0,7.0,1.75
AMG,S&P 400,11.0,53.0,1.0,8.0,0.7272727272727273
A,S&P 500,9.0,40.0,1.0,11.0,1.2222222222222223
AGYS,S&P 600,6.0,25.0,1.0,7.0,1.1666666666666667
AGTI,S&P 600,4.0,8.0,1.0,11.0,2.75
ADC,S&P 400,5.0,17.0,1.0,9.0,1.8
ABNB,S&P 500,4.0,11.0,1.0,8.0,2.0
APD,S&P 500,8.0,34.0,1.0,8.0,1.0
AKAM,S&P 500,6.0,27.0,1.0,10.0,1.6666666666666667
ALG,S&P 600,4.0,16.0,1.0,8.0,2.0
ALRM,S&P 600,3.0,10.0,1.0,7.0,2.3333333333333335
ALK,S&P 600,9.0,25.0,1.0,11.0,1.2222222222222223
AIN,S&P 600,3.0,25.0,1.0,9.0,3.0
ALB,S&P 500,12.0,31.0,1.0,10.0,0.8333333333333334
AA,S&P 400,6.0,16.0,1.0,9.0,1.5
ALEX,S&P 600,3.0,13.0,1.0,7.0,2.3333333333333335
ARE,S&P 500,12.0,35.0,1.0,7.0,0.5833333333333334
ALGN,S&P 500,5.0,15.0,1.0,8.0,1.6
ATI,S&P 600,8.0,30.0,1.0,10.0,1.25
ALGT,S&P 600,5.0,13.0,1.0,8.0,1.6
ALGM,S&P 400,4.0,11.0,0.0,11.0,2.75
ALE,S&P 400,6.0,29.0,1.0,10.0,1.6666666666666667
BFH,S&P 600,6.0,20.0,1.0,7.0,1.1666666666666667
LNT,S&P 500,9.0,32.0,1.0,9.0,1.0
ALL,S&P 500,7.0,29.0,1.0,12.0,1.7142857142857142
ALLY,S&P 400,9.0,26.0,1.0,11.0,1.2222222222222223
AMR,S&P 600,4.0,19.0,1.0,10.0,2.5
GOOGL,S&P 500,8.0,18.0,1.0,11.0,1.375
MO,S&P 500,10.0,40.0,1.0,12.0,1.2
AMZN,S&P 500,7.0,21.0,1.0,11.0,1.5714285714285714
AMBC,S&P 600,5.0,12.0,1.0,7.0,1.4
AMED,S&P 400,8.0,16.0,1.0,9.0,1.125
AEE,S&P 500,14.0,37.0,1.0,14.0,1.0
AAL,S&P 500,7.0,21.0,1.0,13.0,1.8571428571428572
AAT,S&P 600,3.0,8.0,1.0,5.0,1.6666666666666667
AXL,S&P 600,11.0,42.0,1.0,10.0,0.9090909090909091
AEP,S&P 500,9.0,39.0,1.0,13.0,1.4444444444444444
AEO,S&P 600,5.0,15.0,1.0,7.0,1.4
AEL,S&P 600,9.0,20.0,1.0,10.0,1.1111111111111112
AXP,S&P 500,24.0,75.0,1.0,14.0,0.5833333333333334
AFG,S&P 400,5.0,18.0,1.0,11.0,2.2
AIG,S&P 500,14.0,56.0,1.0,10.0,0.7142857142857143
AWR,S&P 600,3.0,17.0,1.0,9.0,3.0
AMT,S&P 500,6.0,23.0,1.0,12.0,2.0
AVD,S&P 600,5.0,20.0,1.0,9.0,1.8
AWK,S&P 500,7.0,19.0,1.0,10.0,1.4285714285714286
AMWD,S&P 600,6.0,20.0,1.0,8.0,1.3333333333333333
CRMT,S&P 600,9.0,16.0,1.0,7.0,0.7777777777777778
AMSF,S&P 600,5.0,13.0,1.0,8.0,1.6
COR,S&P 500,18.0,39.0,1.0,10.0,0.5555555555555556
AMP,S&P 500,5.0,17.0,1.0,8.0,1.6
ABCB,S&P 600,11.0,24.0,1.0,13.0,1.1818181818181819
AME,S&P 500,10.0,26.0,1.0,9.0,0.9
AMGN,S&P 500,10.0,33.0,1.0,13.0,1.3
AMKR,S&P 400,4.0,15.0,1.0,11.0,2.75
APH,S&P 500,5.0,20.0,1.0,9.0,1.8
AMPH,S&P 600,7.0,18.0,1.0,10.0,1.4285714285714286
ADI,S&P 500,6.0,28.0,1.0,11.0,1.8333333333333333
ANDE,S&P 600,6.0,22.0,1.0,10.0,1.6666666666666667
ANGO,,5.0,17.0,,,
ANIK,S&P 600,5.0,15.0,1.0,8.0,1.6
NLY,S&P 400,8.0,21.0,1.0,10.0,1.25
ANSS,S&P 500,7.0,23.0,1.0,10.0,1.4285714285714286
AR,S&P 400,9.0,23.0,1.0,8.0,0.8888888888888888
ELV,S&P 500,9.0,37.0,1.0,11.0,1.2222222222222223
AM,S&P 400,9.0,26.0,1.0,9.0,1.0
APA,S&P 500,8.0,29.0,1.0,10.0,1.25
AIRC,S&P 400,4.0,11.0,1.0,9.0,2.25
APOG,S&P 600,6.0,25.0,1.0,9.0,1.5
ARI,S&P 600,5.0,18.0,1.0,10.0,2.0
AMEH,S&P 600,,,1.0,9.0,
AAPL,S&P 500,5.0,12.0,1.0,9.0,1.8
APLE,S&P 600,4.0,10.0,1.0,9.0,2.25
AIT,S&P 600,7.0,25.0,1.0,9.0,1.2857142857142858
AMAT,S&P 500,7.0,29.0,1.0,10.0,1.4285714285714286
ATR,S&P 400,6.0,25.0,1.0,11.0,1.8333333333333333
ARMK,S&P 400,8.0,26.0,1.0,11.0,1.375
ABR,S&P 600,7.0,22.0,1.0,8.0,1.1428571428571428
ARCB,S&P 600,7.0,17.0,1.0,9.0,1.2857142857142858
ADM,S&P 500,11.0,40.0,1.0,11.0,1.0
AROC,S&P 600,4.0,18.0,1.0,9.0,2.25
ACA,S&P 600,4.0,10.0,1.0,10.0,2.5
RCUS,S&P 600,5.0,10.0,1.0,12.0,2.4
ANET,S&P 500,4.0,17.0,1.0,9.0,2.25
ARLO,S&P 600,7.0,7.0,1.0,7.0,1.0
AHH,S&P 600,3.0,8.0,1.0,9.0,3.0
ARR,S&P 600,5.0,13.0,1.0,10.0,2.0
AWI,S&P 600,5.0,24.0,1.0,8.0,1.6
ARW,S&P 400,5.0,21.0,1.0,10.0,2.0
ARWR,S&P 400,4.0,10.0,1.0,8.0,2.0
APAM,S&P 600,4.0,8.0,1.0,8.0,2.0
ABG,S&P 600,8.0,23.0,1.0,9.0,1.125
ASH,S&P 400,8.0,35.0,1.0,9.0,1.125
ASB,S&P 400,12.0,32.0,1.0,10.0,0.8333333333333334
AIZ,S&P 500,8.0,27.0,1.0,13.0,1.625
ASTE,S&P 600,6.0,28.0,1.0,10.0,1.6666666666666667
AUB,S&P 600,7.0,37.0,1.0,12.0,1.7142857142857142
ATO,S&P 500,7.0,25.0,1.0,11.0,1.5714285714285714
CHX,S&P 400,3.0,10.0,1.0,9.0,3.0
ADSK,S&P 500,5.0,28.0,1.0,11.0,2.2
ALV,S&P 400,10.0,41.0,1.0,11.0,1.1
ADP,S&P 500,7.0,32.0,1.0,12.0,1.7142857142857142
AN,S&P 400,9.0,34.0,1.0,8.0,0.8888888888888888
AZO,S&P 500,4.0,26.0,1.0,10.0,2.5
AVB,S&P 500,6.0,27.0,1.0,12.0,2.0
AVNS,S&P 600,5.0,11.0,1.0,6.0,1.2
AVY,S&P 500,14.0,31.0,1.0,10.0,0.7142857142857143
AVID,S&P 600,5.0,18.0,1.0,9.0,1.8
CDMO,S&P 600,4.0,13.0,1.0,7.0,1.75
AVNT,S&P 400,10.0,37.0,1.0,12.0,1.2
CAR,S&P 400,8.0,33.0,1.0,6.0,0.75
AVA,S&P 600,8.0,24.0,1.0,11.0,1.375
AVT,S&P 400,9.0,32.0,1.0,10.0,1.1111111111111112
ACLS,S&P 600,6.0,21.0,1.0,9.0,1.5
AXON,S&P 500,11.0,17.0,1.0,11.0,1.0
AX,S&P 600,9.0,18.0,1.0,10.0,1.1111111111111112
BGS,S&P 600,6.0,13.0,1.0,10.0,1.6666666666666667
BJ,S&P 400,10.0,34.0,1.0,8.0,0.8
RILY,S&P 600,4.0,12.0,1.0,9.0,2.25
BWXT,S&P 400,4.0,19.0,1.0,9.0,2.25
BMI,S&P 600,8.0,19.0,1.0,9.0,1.125
BKR,S&P 500,12.0,48.0,1.0,9.0,0.75
BCPC,S&P 600,6.0,16.0,1.0,6.0,1.0
BALL,S&P 500,6.0,25.0,1.0,11.0,1.8333333333333333
BANF,S&P 600,6.0,36.0,1.0,18.0,3.0
TBBK,S&P 600,10.0,16.0,1.0,10.0,1.0
BANC,S&P 600,18.0,33.0,1.0,12.0,0.6666666666666666
BAC,S&P 500,12.0,58.0,1.0,14.0,1.1666666666666667
BKU,S&P 600,6.0,19.0,1.0,10.0,1.6666666666666667
BOH,S&P 600,9.0,29.0,1.0,14.0,1.5555555555555556
BK,S&P 500,16.0,44.0,1.0,11.0,0.6875
OZK,S&P 400,19.0,39.0,1.0,13.0,0.6842105263157895
BANR,S&P 600,7.0,28.0,1.0,11.0,1.5714285714285714
B,S&P 600,4.0,23.0,1.0,12.0,3.0
BBWI,S&P 500,8.0,27.0,1.0,13.0,1.625
BAX,S&P 500,11.0,36.0,1.0,10.0,0.9090909090909091
BDX,S&P 500,14.0,38.0,1.0,11.0,0.7857142857142857
BDC,S&P 400,4.0,20.0,1.0,10.0,2.5
BRBR,S&P 400,4.0,6.0,1.0,6.0,1.5
BHE,S&P 600,5.0,20.0,1.0,9.0,1.8
WRB,S&P 500,7.0,19.0,1.0,9.0,1.2857142857142858
BRK.B,S&P 500,2.0,14.0,1.0,15.0,7.5
BHLB,S&P 600,10.0,41.0,1.0,12.0,1.2
BERY,S&P 400,7.0,20.0,1.0,12.0,1.7142857142857142
BBY,S&P 500,9.0,35.0,1.0,12.0,1.3333333333333333
BIG,S&P 600,12.0,26.0,1.0,10.0,0.8333333333333334
BIO,S&P 500,3.0,11.0,1.0,6.0,2.0
BLFS,S&P 600,4.0,11.0,1.0,7.0,1.75
BIIB,S&P 500,8.0,23.0,1.0,10.0,1.25
TECH,S&P 500,5.0,15.0,1.0,9.0,1.8
BJRI,S&P 600,4.0,19.0,1.0,11.0,2.75
BKH,S&P 400,5.0,29.0,1.0,10.0,2.0
BLKB,S&P 400,5.0,19.0,1.0,8.0,1.6
BLK,S&P 500,8.0,39.0,1.0,16.0,2.0
BXMT,S&P 600,7.0,14.0,1.0,10.0,1.4285714285714286
HRB,S&P 400,8.0,35.0,1.0,9.0,1.125
BLMN,S&P 600,4.0,20.0,1.0,10.0,2.5
AVTA,S&P 600,6.0,33.0,1.0,9.0,1.5
BA,S&P 500,12.0,48.0,1.0,13.0,1.0833333333333333
BCC,S&P 600,3.0,19.0,1.0,12.0,4.0
BKNG,S&P 500,6.0,26.0,1.0,11.0,1.8333333333333333
BOOT,S&P 600,5.0,17.0,1.0,8.0,1.6
BWA,S&P 500,6.0,29.0,1.0,8.0,1.3333333333333333
SAM,S&P 400,4.0,18.0,1.0,8.0,2.0
BXP,S&P 500,7.0,24.0,1.0,11.0,1.5714285714285714
BSX,S&P 500,10.0,43.0,1.0,9.0,0.9
BYD,S&P 400,10.0,24.0,1.0,8.0,0.8
BDN,S&P 600,4.0,22.0,1.0,7.0,1.75
BHF,S&P 400,7.0,13.0,1.0,9.0,1.2857142857142858
BSIG,S&P 600,3.0,17.0,1.0,5.0,1.6666666666666667
EAT,S&P 600,6.0,34.0,1.0,9.0,1.5
BCO,S&P 400,20.0,70.0,1.0,9.0,0.45
BMY,S&P 500,6.0,37.0,1.0,11.0,1.8333333333333333
VTOL,S&P 600,4.0,13.0,1.0,8.0,2.0
BRX,S&P 400,3.0,13.0,1.0,8.0,2.6666666666666665
BR,S&P 500,6.0,27.0,1.0,11.0,1.8333333333333333
AVGO,S&P 500,6.0,20.0,1.0,9.0,1.5
BRKL,S&P 600,9.0,24.0,1.0,15.0,1.6666666666666667
AZTA,S&P 400,9.0,23.0,1.0,10.0,1.1111111111111112
BRO,S&P 500,4.0,14.0,1.0,12.0,3.0
BF.B,S&P 500,5.0,25.0,1.0,11.0,2.2
BRKR,S&P 400,5.0,20.0,1.0,10.0,2.0
BC,S&P 400,8.0,30.0,1.0,10.0,1.25
BKE,S&P 600,5.0,17.0,1.0,13.0,2.6
BLDR,S&P 500,4.0,16.0,1.0,10.0,2.5
BURL,S&P 400,3.0,13.0,1.0,10.0,3.3333333333333335
CBOE,S&P 500,8.0,35.0,1.0,12.0,1.5
CBRE,S&P 500,6.0,26.0,1.0,11.0,1.8333333333333333
CDW,S&P 500,4.0,17.0,1.0,10.0,2.5
CF,S&P 500,13.0,52.0,1.0,11.0,0.8461538461538461
CHRW,S&P 500,7.0,22.0,1.0,11.0,1.5714285714285714
CI,S&P 500,6.0,34.0,1.0,11.0,1.8333333333333333
CME,S&P 500,16.0,64.0,1.0,23.0,1.4375
CMS,S&P 500,13.0,28.0,1.0,11.0,0.8461538461538461
CNO,S&P 400,7.0,29.0,1.0,9.0,1.2857142857142858
CSGS,S&P 600,4.0,18.0,1.0,10.0,2.5
CSX,S&P 500,11.0,48.0,1.0,11.0,1.0
CTS,S&P 600,15.0,35.0,1.0,6.0,0.4
CNX,S&P 400,9.0,28.0,1.0,7.0,0.7777777777777778
CVBF,S&P 600,5.0,18.0,1.0,8.0,1.6
CVI,S&P 600,6.0,35.0,1.0,6.0,1.0
CVS,S&P 500,7.0,33.0,1.0,11.0,1.5714285714285714
CABO,S&P 400,5.0,13.0,1.0,8.0,1.6
CBT,S&P 400,7.0,30.0,1.0,11.0,1.5714285714285714
CTRA,S&P 500,11.0,33.0,1.0,10.0,0.9090909090909091
CACI,S&P 400,16.0,34.0,1.0,11.0,0.6875
CDNS,S&P 500,8.0,19.0,1.0,10.0,1.25
CADE,S&P 400,18.0,57.0,1.0,15.0,0.8333333333333334
CZR,S&P 500,17.0,48.0,1.0,9.0,0.5294117647058824
CALM,S&P 600,5.0,16.0,1.0,7.0,1.4
CVGW,S&P 600,10.0,21.0,1.0,9.0,0.9
CAL,S&P 600,13.0,43.0,1.0,11.0,0.8461538461538461
CRC,S&P 600,7.0,21.0,1.0,9.0,1.2857142857142858
CWT,S&P 600,9.0,20.0,1.0,9.0,1.0
CALX,S&P 400,5.0,14.0,1.0,8.0,1.6
CARS,S&P 600,6.0,22.0,1.0,11.0,1.8333333333333333
MODG,S&P 600,7.0,22.0,1.0,12.0,1.7142857142857142
CPE,S&P 600,7.0,16.0,1.0,8.0,1.1428571428571428
CPT,S&P 500,6.0,15.0,1.0,10.0,1.6666666666666667
CPB,S&P 500,5.0,38.0,1.0,12.0,2.4
COF,S&P 500,8.0,23.0,1.0,12.0,1.5
CFFN,S&P 600,5.0,15.0,1.0,8.0,1.6
CARA,S&P 600,4.0,17.0,1.0,6.0,1.5
CAH,S&P 500,11.0,45.0,1.0,11.0,1.0
CTRE,S&P 600,4.0,8.0,1.0,5.0,1.25
CARG,S&P 600,2.0,10.0,1.0,6.0,3.0
CSL,S&P 400,5.0,23.0,1.0,9.0,1.8
KMX,S&P 500,5.0,26.0,1.0,11.0,2.2
CG,S&P 400,14.0,48.0,1.0,13.0,0.9285714285714286
CCL,S&P 500,8.0,23.0,1.0,11.0,1.375
CRS,S&P 600,11.0,34.0,0.0,11.0,1.0
CARR,S&P 500,4.0,9.0,1.0,9.0,2.25
CRI,S&P 400,4.0,22.0,1.0,11.0,2.75
CASY,S&P 400,7.0,25.0,1.0,10.0,1.4285714285714286
CPRX,S&P 600,3.0,9.0,1.0,7.0,2.3333333333333335
CAT,S&P 500,10.0,30.0,1.0,11.0,1.1
CATY,S&P 600,11.0,19.0,1.0,12.0,1.0909090909090908
CVCO,S&P 600,4.0,10.0,1.0,7.0,1.75
CE,S&P 500,7.0,35.0,1.0,10.0,1.4285714285714286
CELH,S&P 400,6.0,13.0,1.0,9.0,1.5
CNC,S&P 500,15.0,34.0,1.0,10.0,0.6666666666666666
CNP,S&P 500,7.0,30.0,1.0,9.0,1.2857142857142858
CSR,S&P 600,7.0,22.0,1.0,7.0,1.0
CENT,S&P 600,8.0,19.0,1.0,11.0,1.375
CPF,S&P 600,7.0,28.0,1.0,12.0,1.7142857142857142
CENX,S&P 600,5.0,22.0,1.0,7.0,1.4
CCS,S&P 600,3.0,5.0,1.0,6.0,2.0
CRNC,S&P 600,3.0,8.0,1.0,8.0,2.6666666666666665
CDAY,S&P 500,,,1.0,10.0,
CERT,S&P 600,3.0,13.0,1.0,9.0,3.0
CEVA,S&P 600,4.0,9.0,1.0,7.0,1.75
CRL,S&P 500,8.0,24.0,1.0,11.0,1.375
GTLS,S&P 400,3.0,20.0,1.0,10.0,3.3333333333333335
CHTR,S&P 500,4.0,21.0,1.0,13.0,3.25
CLDT,S&P 600,4.0,12.0,1.0,7.0,1.75
CAKE,S&P 600,5.0,17.0,1.0,10.0,2.0
CHEF,S&P 600,5.0,17.0,1.0,10.0,2.0
CHE,S&P 400,3.0,14.0,1.0,10.0,3.3333333333333335
CC,S&P 400,5.0,17.0,1.0,9.0,1.8
CHK,S&P 400,4.0,6.0,1.0,7.0,1.75
CPK,S&P 600,4.0,23.0,1.0,10.0,2.5
CVX,S&P 500,5.0,34.0,1.0,12.0,2.4
CHS,S&P 600,8.0,29.0,1.0,9.0,1.125
PLCE,S&P 600,8.0,35.0,1.0,11.0,1.375
CMG,S&P 500,6.0,27.0,1.0,9.0,1.5
CHH,S&P 400,9.0,18.0,1.0,11.0,1.2222222222222223
CHD,S&P 500,8.0,30.0,1.0,10.0,1.25
CHDN,S&P 400,5.0,22.0,1.0,9.0,1.8
CHUY,S&P 600,3.0,10.0,1.0,6.0,2.0
CIEN,S&P 400,4.0,17.0,1.0,9.0,2.25
CINF,S&P 500,5.0,29.0,1.0,12.0,2.4
CNK,S&P 600,6.0,15.0,1.0,11.0,1.8333333333333333
CRUS,S&P 400,5.0,17.0,1.0,8.0,1.6
CSCO,S&P 500,14.0,33.0,1.0,9.0,0.6428571428571429
CTAS,S&P 500,5.0,21.0,1.0,10.0,2.0
C,S&P 500,23.0,60.0,1.0,13.0,0.5652173913043478
INGN,S&P 600,5.0,15.0,1.0,7.0,1.4
CFG,S&P 500,6.0,20.0,1.0,13.0,2.1666666666666665
CHCO,S&P 600,10.0,34.0,0.0,12.0,1.2
CIVI,S&P 400,10.0,35.0,1.0,9.0,0.9
CLH,S&P 400,15.0,71.0,1.0,11.0,0.7333333333333333
CLFD,S&P 600,5.0,9.0,1.0,8.0,1.6
CLW,S&P 600,3.0,17.0,1.0,9.0,3.0
CWEN,S&P 600,4.0,9.0,1.0,11.0,2.75
CLF,S&P 400,10.0,40.0,1.0,10.0,1.0
CLX,S&P 500,8.0,38.0,1.0,12.0,1.5
COKE,S&P 400,6.0,24.0,1.0,11.0,1.8333333333333333
KO,S&P 500,13.0,38.0,1.0,13.0,1.0
CCOI,S&P 600,4.0,17.0,1.0,9.0,2.25
CGNX,S&P 400,5.0,15.0,1.0,7.0,1.4
CTSH,S&P 500,9.0,23.0,1.0,13.0,1.4444444444444444
COHR,S&P 400,14.0,37.0,1.0,14.0,1.0
CHRS,S&P 600,9.0,33.0,1.0,8.0,0.8888888888888888
COHU,S&P 600,3.0,16.0,1.0,8.0,2.6666666666666665
ENOV,S&P 400,4.0,15.0,1.0,10.0,2.5
CL,S&P 500,9.0,38.0,1.0,11.0,1.2222222222222223
COLL,S&P 600,5.0,15.0,1.0,9.0,1.8
COLB,S&P 400,9.0,28.0,1.0,14.0,1.5555555555555556
COLM,S&P 400,4.0,14.0,1.0,9.0,2.25
FIX,S&P 400,7.0,17.0,1.0,9.0,1.2857142857142858
CMCSA,S&P 500,7.0,25.0,1.0,10.0,1.4285714285714286
CMA,S&P 500,14.0,38.0,1.0,13.0,0.9285714285714286
CBSH,S&P 400,6.0,22.0,0.0,13.0,2.1666666666666665
CMC,S&P 400,16.0,65.0,1.0,8.0,0.5
CBU,S&P 600,11.0,30.0,1.0,12.0,1.0909090909090908
CYH,S&P 600,5.0,22.0,1.0,12.0,2.4
CHCT,S&P 600,4.0,6.0,1.0,6.0,1.5
CVLT,S&P 400,5.0,15.0,1.0,9.0,1.8
CMP,S&P 600,7.0,28.0,1.0,10.0,1.4285714285714286
CPSI,S&P 600,,,1.0,7.0,
CRK,S&P 600,6.0,20.0,1.0,5.0,0.8333333333333334
CMTL,,9.0,19.0,,,
CAG,S&P 500,10.0,37.0,1.0,11.0,1.1
CNXC,S&P 400,4.0,9.0,1.0,8.0,2.0
CNMD,S&P 600,7.0,17.0,1.0,9.0,1.2857142857142858
COP,S&P 500,8.0,38.0,1.0,13.0,1.625
CCSI,S&P 600,4.0,6.0,1.0,6.0,1.5
CEIX,S&P 600,4.0,9.0,1.0,6.0,1.5
CNSL,S&P 600,3.0,11.0,1.0,8.0,2.6666666666666665
ED,S&P 500,13.0,29.0,1.0,11.0,0.8461538461538461
STZ,S&P 500,5.0,24.0,1.0,11.0,2.2
CEG,S&P 500,12.0,35.0,1.0,10.0,0.8333333333333334
COO,S&P 500,10.0,18.0,1.0,8.0,0.8
CPRT,S&P 500,5.0,15.0,1.0,11.0,2.2
CORT,S&P 600,3.0,19.0,1.0,9.0,3.0
CLB,S&P 600,5.0,20.0,1.0,7.0,1.4
CXW,S&P 600,6.0,19.0,1.0,10.0,1.6666666666666667
CNM,S&P 400,3.0,10.0,1.0,12.0,4.0
GLW,S&P 500,10.0,35.0,1.0,15.0,1.5
QDEL,S&P 400,6.0,23.0,0.0,12.0,2.0
CDP,S&P 400,5.0,18.0,1.0,10.0,2.0
CRSR,S&P 600,3.0,8.0,1.0,10.0,3.3333333333333335
CTVA,S&P 500,5.0,15.0,1.0,13.0,2.6
CRVL,S&P 600,3.0,6.0,1.0,6.0,2.0
COST,S&P 500,4.0,16.0,1.0,11.0,2.75
CSGP,S&P 500,4.0,12.0,1.0,8.0,2.0
COTY,S&P 400,3.0,16.0,0.0,11.0,3.6666666666666665
CUZ,S&P 400,7.0,26.0,1.0,9.0,1.2857142857142858
CBRL,S&P 600,7.0,30.0,1.0,10.0,1.4285714285714286
CXT,S&P 400,6.0,28.0,1.0,8.0,1.3333333333333333
CROX,S&P 400,8.0,24.0,1.0,8.0,1.0
CCRN,S&P 600,4.0,14.0,1.0,8.0,2.0
CCI,S&P 500,7.0,29.0,1.0,10.0,1.4285714285714286
CCK,S&P 400,6.0,28.0,1.0,13.0,2.1666666666666665
AORT,S&P 600,6.0,15.0,1.0,9.0,1.5
CUBE,S&P 400,3.0,16.0,1.0,9.0,3.0
CFR,S&P 400,7.0,32.0,1.0,13.0,1.8571428571428572
CMI,S&P 500,10.0,29.0,1.0,12.0,1.2
CW,S&P 400,4.0,19.0,1.0,10.0,2.5
CUBI,S&P 600,7.0,12.0,1.0,9.0,1.2857142857142858
CUTR,,7.0,18.0,,,
CYTK,S&P 600,5.0,18.0,1.0,10.0,2.0
CTKB,S&P 600,3.0,7.0,1.0,7.0,2.3333333333333335
